show_id,show_date_iso,venue_slug,year,era_label,has_special,perf_count,openers,closers,longest_jam_song,longest_jam_sec
1989-10-06_the-paradise,1989-10-06,the-paradise,1989,1.0 (1983–2000),0,14,,big black furry creature from mars; good times bad times,harry hood,781.087
1989-10-07_chase-hall-bates-college,1989-10-07,chase-hall-bates-college,1989,1.0 (1983–2000),0,23,golgi apparatus; ya mar,good times bad times; highway to hell; you enjoy myself,you enjoy myself,1063.21
1989-10-10_the-front,1989-10-10,the-front,1989,1.0 (1983–2000),0,15,the ballad of curtis loew; alumni blues,weekapaug groove; swing low sweet chariot,who do we do,783.464
1989-10-12_mabel-brown-room-keene-state-college,1989-10-12,mabel-brown-room-keene-state-college,1989,1.0 (1983–2000),0,16,the oh kee pa ceremony; ac dc bag,la grange; the lizards; highway to hell,you enjoy myself,1063.21
1989-10-13_copperfield-s,1989-10-13,copperfield-s,1989,1.0 (1983–2000),0,12,david bowie; slave to the traffic light,possum; colonel forbin s ascent,david bowie,676.493
1989-10-14_the-barn-hobart-college,1989-10-14,the-barn-hobart-college,1989,1.0 (1983–2000),0,17,ac dc bag; divided sky,good times bad times; harpua,letter to jimmy page,859.638
1989-10-20_the-front,1989-10-20,the-front,1989,1.0 (1983–2000),0,22,harpua; bundle of joy,golgi apparatus; run like an antelope; la grange,you enjoy myself,972.016
1989-10-21_the-front,1989-10-21,the-front,1989,1.0 (1983–2000),0,21,fee; ya mar,david bowie; highway to hell,you enjoy myself,912.379
1989-10-22_the-front,1989-10-22,the-front,1989,1.0 (1983–2000),0,27,la grange; colonel forbin s ascent,good times bad times; possum; the lizards,you enjoy myself,956.186
1989-10-26_the-wetlands-preserve,1989-10-26,the-wetlands-preserve,1989,1.0 (1983–2000),0,26,the oh kee pa ceremony; golgi apparatus,weekapaug groove; david bowie,david bowie,1063.21
1989-10-28_the-chance,1989-10-28,the-chance,1989,1.0 (1983–2000),0,10,i didn t know; you enjoy myself,divided sky; harpua,you enjoy myself,1063.21
1989-10-31_goddard-college,1989-10-31,goddard-college,1989,1.0 (1983–2000),1,23,the oh kee pa ceremony; suzy greenberg,possum; highway to hell; run like an antelope,david bowie,1063.21
1989-11-02_memorial-union-building-granite-state-room-university-of-new-hampshire,1989-11-02,memorial-union-building-granite-state-room-university-of-new-hampshire,1989,1.0 (1983–2000),0,22,bathtub gin; foam,good times bad times; highway to hell,the oh kee pa ceremony,1003.207
1989-11-03_tree-cafe,1989-11-03,tree-cafe,1989,1.0 (1983–2000),0,16,colonel forbin s ascent; fly famous mockingbird,golgi apparatus; harry hood,david bowie,1009.659
1989-11-09_mission-park-dining-hall-williams-college,1989-11-09,mission-park-dining-hall-williams-college,1989,1.0 (1983–2000),0,19,i didn t know; golgi apparatus,good times bad times; weekapaug groove; highway to hell,you enjoy myself,721.868
1989-11-10_sigma-phi-house-hamilton-college,1989-11-10,sigma-phi-house-hamilton-college,1989,1.0 (1983–2000),0,26,split open and melt; the oh kee pa ceremony,la grange; possum; run like an antelope,harpua,823.589
1989-11-11_patrick-gymnasium-university-of-vermont,1989-11-11,patrick-gymnasium-university-of-vermont,1989,1.0 (1983–2000),0,8,the oh kee pa ceremony; golgi apparatus,frankenstein,you enjoy myself,972.042
1989-11-16_pearl-street-ballroom,1989-11-16,pearl-street-ballroom,1989,1.0 (1983–2000),0,15,mike s song; i am hydrogen,frankenstein; david bowie,you enjoy myself,1063.21
1989-11-18_23-east-cabaret,1989-11-18,23-east-cabaret,1989,1.0 (1983–2000),0,11,you enjoy myself; take the a train,contact,you enjoy myself,1063.21
1989-11-30_the-paradise,1989-11-30,the-paradise,1989,1.0 (1983–2000),0,24,bathtub gin; divided sky,frankenstein; david bowie; golgi apparatus,david bowie,848.953
1989-12-01_the-paradise,1989-12-01,the-paradise,1989,1.0 (1983–2000),0,23,i didn t know; la grange,good times bad times; highway to hell; possum,you enjoy myself,1013.629
1989-12-03_the-front,1989-12-03,the-front,1989,1.0 (1983–2000),0,25,bathtub gin; funky bitch,frankenstein; weekapaug groove; golgi apparatus,reba,770.638
1989-12-07_8x10-club,1989-12-07,8x10-club,1989,1.0 (1983–2000),0,24,i didn t know; you enjoy myself,divided sky; golgi apparatus,you enjoy myself,868.049
1989-12-08_withey-hall-dining-room-green-mountain-college,1989-12-08,withey-hall-dining-room-green-mountain-college,1989,1.0 (1983–2000),0,20,the oh kee pa ceremony; suzy greenberg,run like an antelope; possum; fire,you enjoy myself,856.451
1989-12-09_huden-dining-hall-castleton-state-college,1989-12-09,huden-dining-hall-castleton-state-college,1989,1.0 (1983–2000),0,22,dinner and a movie; la grange,golgi apparatus; weekapaug groove; big black furry creature from mars,fluffhead,939.102
1989-12-15_ukrainian-national-home,1989-12-15,ukrainian-national-home,1989,1.0 (1983–2000),0,18,take the a train; golgi apparatus,good times bad times; david bowie,you enjoy myself,1028.78
1989-12-16_contois-auditorium-city-hall,1989-12-16,contois-auditorium-city-hall,1989,1.0 (1983–2000),0,10,the curtain; ac dc bag,golgi apparatus; possum,the lizards,590.733
1989-12-29_23-east-cabaret,1989-12-29,23-east-cabaret,1989,1.0 (1983–2000),0,10,rhombus narration; divided sky,weekapaug groove,the lizards,762.436
1989-12-30_the-wetlands-preserve,1989-12-30,the-wetlands-preserve,1989,1.0 (1983–2000),0,15,fluff s travels; david bowie,david bowie; golgi apparatus; weekapaug groove,david bowie,743.6279999999999
1989-12-31_boston-world-trade-center-exhibition-hall,1989-12-31,boston-world-trade-center-exhibition-hall,1989,1.0 (1983–2000),1,19,i didn t know; you enjoy myself,highway to hell; golgi apparatus; contact,you enjoy myself,993.776
1990-01-20_webster-hall-dartmouth-college,1990-01-20,webster-hall-dartmouth-college,1990,1.0 (1983–2000),0,20,carolina; the sloth,run like an antelope; weekapaug groove; harry hood,you enjoy myself,983.208
1990-01-25_penny-post,1990-01-25,penny-post,1990,1.0 (1983–2000),0,23,mike s song; i am hydrogen,la grange; whipping post; communication breakdown,you enjoy myself,557.401
1990-01-26_tree-cafe,1990-01-26,tree-cafe,1990,1.0 (1983–2000),0,15,run like an antelope; tela,communication breakdown; caravan,divided sky,682.371
1990-01-27_the-front,1990-01-27,the-front,1990,1.0 (1983–2000),0,21,carolina; bathtub gin,weekapaug groove; divided sky; la grange,you enjoy myself,1063.21
1990-01-28_the-front,1990-01-28,the-front,1990,1.0 (1983–2000),0,21,suzy greenberg; split open and melt,communication breakdown; weekapaug groove; big black furry creature from mars,bathtub gin,1036.957
1990-01-29_the-haunt,1990-01-29,the-haunt,1990,1.0 (1983–2000),0,10,,highway to hell; fire,harpua,790.518
1990-02-01_the-georgia-theatre,1990-02-01,the-georgia-theatre,1990,1.0 (1983–2000),0,12,david bowie; walk away,weekapaug groove,divided sky,676.78
1990-02-03_the-cotton-club,1990-02-03,the-cotton-club,1990,1.0 (1983–2000),0,3,bathtub gin; i didn t know,contact,bathtub gin,692.01
1990-02-05_myskyn-s,1990-02-05,myskyn-s,1990,1.0 (1983–2000),0,13,alumni blues; letter to jimmy page,jesus just left chicago,slave to the traffic light,768.993
1990-02-08_the-jade-elephant,1990-02-08,the-jade-elephant,1990,1.0 (1983–2000),0,9,good times bad times; possum,take the a train,you enjoy myself,1063.21
1990-02-09_chameleon-club,1990-02-09,chameleon-club,1990,1.0 (1983–2000),0,24,golgi apparatus; the oh kee pa ceremony,carolina; david bowie; i didn t know,you enjoy myself,885.055
1990-02-10_23-east-cabaret,1990-02-10,23-east-cabaret,1990,1.0 (1983–2000),0,22,dinner and a movie; the oh kee pa ceremony,david bowie; weekapaug groove; highway to hell,you enjoy myself,878.55
1990-02-15_the-living-room,1990-02-15,the-living-room,1990,1.0 (1983–2000),0,16,carolina; the oh kee pa ceremony,weekapaug groove; highway to hell; you enjoy myself,you enjoy myself,950.988
1990-02-16_the-paradise,1990-02-16,the-paradise,1990,1.0 (1983–2000),0,16,fluffhead; esther,run like an antelope; the lizards; whipping post,fluffhead,918.439
1990-02-17_student-union-ballroom-university-of-massachusetts,1990-02-17,student-union-ballroom-university-of-massachusetts,1990,1.0 (1983–2000),0,16,possum; bathtub gin,golgi apparatus; carolina; weekapaug groove,you enjoy myself,924.395
1990-02-22_mabel-brown-room-keene-state-college,1990-02-22,mabel-brown-room-keene-state-college,1990,1.0 (1983–2000),0,9,wilson; you enjoy myself,david bowie,you enjoy myself,1030.113
1990-02-23_dining-center-haverford-college,1990-02-23,dining-center-haverford-college,1990,1.0 (1983–2000),0,27,alumni blues; letter to jimmy page,run like an antelope; highway to hell; good times bad times,the oh kee pa ceremony,886.909
1990-02-24_the-bayou,1990-02-24,the-bayou,1990,1.0 (1983–2000),0,20,carolina; you enjoy myself,take the a train; caravan,you enjoy myself,946.939
1990-02-25_8x10-club,1990-02-25,8x10-club,1990,1.0 (1983–2000),0,17,foam; my sweet one,possum; big black furry creature from mars,reba,834.638
1990-03-01_toad-s-place,1990-03-01,toad-s-place,1990,1.0 (1983–2000),0,16,golgi apparatus; ya mar,possum; slave to the traffic light; fire,you enjoy myself,954.619
1990-03-02_the-chance,1990-03-02,the-chance,1990,1.0 (1983–2000),0,16,possum; esther,fly famous mockingbird; run like an antelope; jesus just left chicago,you enjoy myself,1063.21
1990-03-03_the-wetlands-preserve,1990-03-03,the-wetlands-preserve,1990,1.0 (1983–2000),0,20,mike s song; i am hydrogen,possum; divided sky; suzy greenberg,you enjoy myself,1027.344
1990-03-05_the-haunt,1990-03-05,the-haunt,1990,1.0 (1983–2000),0,1,you enjoy myself,you enjoy myself,you enjoy myself,1063.21
1990-03-07_memorial-union-building-granite-state-room-university-of-new-hampshire,1990-03-07,memorial-union-building-granite-state-room-university-of-new-hampshire,1990,1.0 (1983–2000),0,16,reba; possum,david bowie; weekapaug groove; whipping post,david bowie,765.074
1990-03-08_aiko-s,1990-03-08,aiko-s,1990,1.0 (1983–2000),0,24,dinner and a movie; you enjoy myself,run like an antelope; golgi apparatus; good times bad times,you enjoy myself,996.101
1990-03-09_the-front,1990-03-09,the-front,1990,1.0 (1983–2000),0,23,the man who stepped into yesterday; avenu malkenu,run like an antelope; big black furry creature from mars; whipping post,you enjoy myself,884.454
1990-03-10_the-front,1990-03-10,the-front,1990,1.0 (1983–2000),0,12,wilson; esther,carolina; harry hood,divided sky,796.16
1990-03-11_the-front,1990-03-11,the-front,1990,1.0 (1983–2000),0,27,contact; the oh kee pa ceremony,possum; david bowie; tela,split open and melt,922.07
1990-03-17_23-east-cabaret,1990-03-17,23-east-cabaret,1990,1.0 (1983–2000),0,17,golgi apparatus; esther,run like an antelope; you enjoy myself; good times bad times,you enjoy myself,1063.21
1990-03-28_beta-theta-pi-frat-house-party-denison-university,1990-03-28,beta-theta-pi-frat-house-party-denison-university,1990,1.0 (1983–2000),0,28,possum; ya mar,good times bad times; if i only had a brain; whipping post,you enjoy myself,1063.21
1990-03-29_canal-street-tavern,1990-03-29,canal-street-tavern,1990,1.0 (1983–2000),0,1,,david bowie,david bowie,743.6279999999999
1990-04-04_quigley-s-university-of-colorado,1990-04-04,quigley-s-university-of-colorado,1990,1.0 (1983–2000),0,20,golgi apparatus; you enjoy myself,carolina; good times bad times; highway to hell,you enjoy myself,871.706
1990-04-05_j-j-mccabe-s,1990-04-05,j-j-mccabe-s,1990,1.0 (1983–2000),0,23,possum; ya mar,fire; contact; golgi apparatus,you enjoy myself,760.007
1990-04-06_el-dorado-cafa-c,1990-04-06,el-dorado-cafa-c,1990,1.0 (1983–2000),0,25,cavern; you enjoy myself,run like an antelope; good times bad times; highway to hell,uncle pen,933.46
1990-04-07_el-dorado-cafa-c,1990-04-07,el-dorado-cafa-c,1990,1.0 (1983–2000),0,27,david bowie; my sweet one,weekapaug groove; harpua; contact,you enjoy myself,957.127
1990-04-08_fly-me-to-the-moon-saloon,1990-04-08,fly-me-to-the-moon-saloon,1990,1.0 (1983–2000),0,20,divided sky; funky bitch,possum; run like an antelope; fire,you enjoy myself,967.784
1990-04-09_fly-me-to-the-moon-saloon,1990-04-09,fly-me-to-the-moon-saloon,1990,1.0 (1983–2000),0,27,reba; cavern,david bowie; whipping post,jesus just left chicago,773.747
1990-04-12_the-inferno,1990-04-12,the-inferno,1990,1.0 (1983–2000),0,23,golgi apparatus; ya mar,good times bad times; weekapaug groove; carolina,you enjoy myself,949.786
1990-04-13_the-inferno,1990-04-13,the-inferno,1990,1.0 (1983–2000),0,22,funky bitch; dinner and a movie,fire; highway to hell,letter to jimmy page,1063.21
1990-04-14_the-inferno,1990-04-14,the-inferno,1990,1.0 (1983–2000),0,21,split open and melt; uncle pen,weekapaug groove; david bowie,fee,989.257
1990-04-18_herman-s-hideaway,1990-04-18,herman-s-hideaway,1990,1.0 (1983–2000),0,22,mike s song; i am hydrogen,possum; david bowie,david bowie,1063.21
1990-04-19_boulder-theater,1990-04-19,boulder-theater,1990,1.0 (1983–2000),0,12,reba; good times bad times,uncle pen; carolina; golgi apparatus,you enjoy myself,1063.21
1990-04-20_ramskeller-colorado-state-university,1990-04-20,ramskeller-colorado-state-university,1990,1.0 (1983–2000),0,23,take the a train; divided sky,possum; you enjoy myself,ac dc bag,1048.451
1990-04-21_canyon-west-room-lincoln-center,1990-04-21,canyon-west-room-lincoln-center,1990,1.0 (1983–2000),0,20,sweet adeline; reba,run like an antelope; the lizards,fluffhead,853.055
1990-04-22_cutler-quad-colorado-college,1990-04-22,cutler-quad-colorado-college,1990,1.0 (1983–2000),0,23,divided sky; uncle pen,weekapaug groove; fire; golgi apparatus,bouncing around the room,1049.365
1990-04-25_the-clarke-memorial-fountain-notre-dame-university,1990-04-25,the-clarke-memorial-fountain-notre-dame-university,1990,1.0 (1983–2000),0,16,sweet adeline; reba,weekapaug groove; david bowie; contact,divided sky,820.3885
1990-04-26_dionysus-club-the-sco-oberlin-college,1990-04-26,dionysus-club-the-sco-oberlin-college,1990,1.0 (1983–2000),0,21,possum; foam,lawn boy; weekapaug groove; highway to hell,you enjoy myself,1000.202
1990-04-28_the-strand-theater,1990-04-28,the-strand-theater,1990,1.0 (1983–2000),0,22,sweet adeline; the oh kee pa ceremony,lawn boy; weekapaug groove; big black furry creature from mars,you enjoy myself,1063.21
1990-04-29_woodbury-ski-racquet-club,1990-04-29,woodbury-ski-racquet-club,1990,1.0 (1983–2000),0,14,carolina; possum,fire,you enjoy myself,998.949
1990-05-04_the-colonial-theatre,1990-05-04,the-colonial-theatre,1990,1.0 (1983–2000),0,25,whipping post; sweet adeline,the lizards; highway to hell; contact,you enjoy myself,727.51
1990-05-06_toad-s-place,1990-05-06,toad-s-place,1990,1.0 (1983–2000),0,15,possum; bouncing around the room,weekapaug groove; you enjoy myself,david bowie,888.842
1990-05-07_the-haunt,1990-05-07,the-haunt,1990,1.0 (1983–2000),0,9,reba; dinner and a movie,sweet adeline,divided sky,755.644
1990-05-09_thunderbird-s,1990-05-09,thunderbird-s,1990,1.0 (1983–2000),0,3,mike s song; i am hydrogen,weekapaug groove,mike s song,448.261
1990-05-10_pearl-street-ballroom,1990-05-10,pearl-street-ballroom,1990,1.0 (1983–2000),0,17,suzy greenberg; uncle pen,possum; good times bad times; whipping post,tweezer,788.245
1990-05-11_the-living-room,1990-05-11,the-living-room,1990,1.0 (1983–2000),0,18,mike s song; i am hydrogen,highway to hell; good times bad times; big black furry creature from mars,reba,717.375
1990-05-12_the-front,1990-05-12,the-front,1990,1.0 (1983–2000),0,1,alumni blues,alumni blues,alumni blues,303.073
1990-05-13_the-front,1990-05-13,the-front,1990,1.0 (1983–2000),0,22,bathtub gin; the oh kee pa ceremony,david bowie; possum; la grange,david bowie,886.152
1990-05-15_hamilton-college,1990-05-15,hamilton-college,1990,1.0 (1983–2000),0,22,fee; reba,the lizards; contact,caravan,809.117
1990-05-19_the-upper-st-paul-s-school,1990-05-19,the-upper-st-paul-s-school,1990,1.0 (1983–2000),0,21,golgi apparatus; ya mar,highway to hell; good times bad times; contact,you enjoy myself,1063.21
1990-05-23_the-library,1990-05-23,the-library,1990,1.0 (1983–2000),0,21,divided sky; ya mar,sweet adeline; run like an antelope; weekapaug groove,you enjoy myself,1063.21
1990-05-24_the-brewery,1990-05-24,the-brewery,1990,1.0 (1983–2000),0,21,the sloth; bouncing around the room,golgi apparatus; contact; good times bad times,you enjoy myself,1035.285
1990-05-25_the-old-post-office,1990-05-25,the-old-post-office,1990,1.0 (1983–2000),0,10,you enjoy myself; dinner and a movie,weekapaug groove,you enjoy myself,1063.21
1990-05-28_jack-mcconnell-s-house,1990-05-28,jack-mcconnell-s-house,1990,1.0 (1983–2000),0,16,blue monk; autumn leaves,contact,caravan,424.45050000000003
1990-05-30_the-pterodactyl-club,1990-05-30,the-pterodactyl-club,1990,1.0 (1983–2000),0,21,you enjoy myself; ya mar,possum; weekapaug groove; good times bad times,you enjoy myself,1003.008
1990-05-31_the-georgia-theatre,1990-05-31,the-georgia-theatre,1990,1.0 (1983–2000),0,14,possum; you enjoy myself,good times bad times; sweet adeline,you enjoy myself,910.916
1990-06-01_the-cotton-club,1990-06-01,the-cotton-club,1990,1.0 (1983–2000),0,24,take the a train; reba,ac dc bag; contact,run like an antelope,869.068
1990-06-02_greenstreets,1990-06-02,greenstreets,1990,1.0 (1983–2000),0,17,uncle pen; dinner and a movie,fire; you enjoy myself; good times bad times,love you,1006.602
